dataset,model_type,loss_type,latent_dim,K,n_cells,n_genes,seed,batch_key,label_key,data_mode,git_commit,fit_formula_name,fit_score_r2,fit_rmse,best_val_loss,total_epochs,peak_cpu_mem_mb,peak_gpu_mem_mb,ari,ami,silhouette,reconstruction_loss,centrality_variance,status,runtime_seconds
pbmc3k,scvi,nb,4,9,2700,2000,43,,,in_memory,unknown,,,,,30,,,0.5611579390153255,0.711405770938323,0.2357255518436432,656.1129760742188,0.00036760091595788895,success,7.954766511917114
pbmc3k,scvi,nb,4,9,2700,2000,44,,,in_memory,unknown,,,,,30,,,0.5875584120888767,0.7148579460096685,0.24799397587776184,656.6734008789062,0.00036559565976873723,success,7.575064659118652
pbmc3k,scvi,nb,8,9,2700,2000,42,,,in_memory,unknown,,,,,30,,,0.5505299744243021,0.6766451393600199,0.19990123808383942,657.56689453125,0.0003667170302464299,success,7.812660217285156
pbmc3k,scvi,nb,8,9,2700,2000,43,,,in_memory,unknown,,,,,30,,,0.5451189927440023,0.7008773950231875,0.17761453986167908,654.5802001953125,0.0003554825416051271,success,7.932226896286011
pbmc3k,scvi,nb,8,9,2700,2000,44,,,in_memory,unknown,,,,,30,,,0.572399737171905,0.7023858146542901,0.175400972366333,657.9752807617188,0.0003634008624550451,success,8.194930791854858
pbmc3k,scvi,nb,16,9,2700,2000,42,,,in_memory,unknown,,,,,30,,,0.5764721393173481,0.7063562825946006,0.18025991320610046,660.6000366210938,0.0003640751479041888,success,8.304564237594604
pbmc3k,scvi,nb,16,9,2700,2000,43,,,in_memory,unknown,,,,,30,,,0.5892372691051112,0.7215464231076649,0.16414067149162292,661.234375,0.00036477428854401323,success,7.627375602722168
pbmc3k,scvi,nb,16,9,2700,2000,44,,,in_memory,unknown,,,,,30,,,0.611162411994173,0.7192278357484042,0.15424981713294983,664.2725219726562,0.0003641173346210303,success,7.6573615074157715
pbmc3k,scvi,nb,24,9,2700,2000,42,,,in_memory,unknown,,,,,30,,,0.6520798106495909,0.7455310012657594,0.1718689650297165,670.2523193359375,0.0003621404691284604,success,7.741328954696655
pbmc3k,scvi,nb,24,9,2700,2000,43,,,in_memory,unknown,,,,,30,,,0.5729013097136567,0.7063567635606148,0.16456173360347748,673.7417602539062,0.0003626728080580544,success,7.731475830078125
pbmc3k,scvi,nb,24,9,2700,2000,44,,,in_memory,unknown,,,,,30,,,0.5609073311599088,0.6931658456886545,0.16398628056049347,669.956787109375,0.00036290346256931307,success,7.911571502685547
